剧情编号,角色左,角色右,高亮方 右/左/无/皆,背景图片,背景音乐,播放音效,PlotShock,调用函数,选项,内容
,,,右,,,,,,,Let the breath sink to the lower abdomen… Hah!… Swing the fist with a bow stance… Ah!\nLet the breath sink to the lower abdomen… Hah!… Swing the fist with a bow stance… Ah!
,,,左,,,,,,,#TargetInteractName# is practicing again!\nJust this fist technique seems a bit simple-just the bow stance and straight punch?
,,,右,,,,,,,"Oh no, #PlayerName#, you see, once this technique gets too complicated, I can't remember it at all.\nWhile correcting, they had to devise a strategy, perfecting each move over several days repeatedly. This way, it would be harder to forget them."
,,,右,,,,,,,"This bow step rushing fist from the Great Ancestor Long Fist, I have been practicing it for several days.\nFeel like I've got it pretty much down, believe me and watch my hand!"
,,,右,,,,,,,Sink the qi and thrust the punch…Wow!…Lunge to gather qi…Ha!\nSink the qi and thrust the punch…Wow!…Lunge to gather qi…Ha!
,,,右,,,,,,,"Hehe, not bad at all, right!……Huh, something doesn't feel right……"
,,,左,,,,,,,"Ah, it seems to be about sinking the breath into the dan tian, with a bow stance and a charging punch.……"
,,,右,,,,,,,"Done and done, with this mushbrain of mine, these few days of practice were basically in vain.\nWell, when it comes to quick thinking and meticulous consideration, #PlayerName# far outpaces me."
,,,右,,,,,,,"If you have the time in the future, #PlayerName#, please guide me.\nIf I'm doing anything wrong, just point it out! Don't hold back on the criticism!"
,,,左,,,,,GetBranchMission;0,,"Oh well, alright then \nJust that I'm not very skilled either, #TargetInteractName#, don't have too high expectations."
17,玩家,杨思迟,右,,,,,ChangeFightSkill;杨思迟-3-2,,#PlayerName#'s advice truly cleared up my confusion. Thank you very much.
,,,左,,,,,,,Hi~It's only proper for fellow disciples to help each other; there's no need to be polite.
,,,右,,,,,,,"But as I repeatedly practiced this fist technique, I began to develop a strange sense of how to generate power."
,,,左,,,,,,,Oh? What's the feeling like? You might as well say it.
,,,右,,,,,,,"Sigh……A few words cannot possibly explain it clearly.\nWhen striking, you need to apply the strength from your waist and abdomen along with the qi energy from your dantian."
,,,右,,,,,,,"Focusing all his thoughts on the power in his punches, he could ignore everything around him and release the force from a single point.\nSo delivering a punch would be five times stronger than usual."
,,,左,,,,,ChangePlayerFightSkill;3-1,,"Isn't this exactly what Master often says about aligning one's mind and intent, intent and energy, and energy with strength? Makes sense!\nIt seems that #TargetInteractName# may have a poor memory, but his comprehension is quite good."
,,,右,,,,,,,"Hehe, I don't know my own strength yet?\n#PlayerName# doesn't mind if I'm a bit slow as my senior brother, that's all right."
,,,右,,,,,,,"If you have time in the future, I still need to trouble you, #PlayerName#, for more guidance. Thank you in advance!"
,,,左,,,,,,,"No problem no problem. We both started at about the same time, so we can consider each other tough competitors.\nLearning from each other and advancing together \nOne day, we'll have to earn Master and senior brothers' respect!"
,,,右,,,,,ChangeTargetInteractHeroFavor;5,,"Hahaha, really? That's great! Then I need to practice hard right away!\nLet the breath sink to the lower abdomen… Hah!… Swing the fist with a bow stance… Ah!\nLet the breath sink to the lower abdomen… Hah!… Swing the fist with a bow stance… Ah!"
18,狄坤,公孙防,左,,,,,,,"Ah, I never expected there to be such a dilapidated sect hidden in the depths of these mountains!"
,,,右,,,,,,,"Haha, such a tiny little sect \nStill dare to call yourselves the Xianxia Sect, Xian, Xian. Truly, truly, a source of endless amusement."
,吕子芳,,左,,,,,,,I see not even a single brave soul to challenge in this sect; calling it the Putrid Shrimp Sect would be more fitting!
,,陆奇,右,,,,,,,"Haha, #TargetInteractName#, your words are splendid!\nFrom today on, this Fresh Shrimp Faction will be renamed the Rotten Shrimp Faction!"
,魏胥华,,左,,,,,,,"Where did you, daredevils, get off talking trash at the entrance of our Xianxia Sect?"
,顾游年,,左,,,,,,,"Why don't I see any rebels, only four vicious dogs barking wildly?"
,,公孙防,右,,,,,,,Four vicious dogs? Where are the vicious dogs? I didn't see them.……
,,狄坤,右,,,,,,,"Oh yeah, four wicked dogs…………\nAh, Public Son! He, he, he's cursing us!"
,,狄坤,右,,,,,,,"Today, I and the Iron Palm Quartet are honored to be here.\nYou little, little Xianxia Sect not only didn't kneel to greet, but also uttered evil words!"
,余采薇,,左,,,,,,,"Oh~Pleased to meet you, indeed, you four are the famous Iron Palm Quartet!\nIndeed, as the name suggests……All stammers and stutterers!"
,,狄坤,右,,,,,,,"You, you, you……"
,,公孙防,右,,,,,,,"This, this, this……No, I'm not stuttering \nClearly, among us only Senior Brother Ti stammers!"
,,陆奇,右,,,,,,,"Hmph! Dared to speak disrespectfully to my Four Great Palms, truly dare death.\nIt seems we have to follow the Jianghu rules and give you all a lesson today!"
,沈退,,左,,,,,,,"Even at the weakest, our Xianxia Sect doesn't let cats and dogs run wild here!\nHere it comes!"
,,狄坤,右,,,,,SourceHeroFightInteractHero;StudyFight-FightAddPlotDataBase~19,,I'll show you who's really here!
19,余采薇,公孙防,左,,,,,,,"Xianxia Sect Yu Caiwei, please teach me!"
,,,右,,,,,SourceHeroFightInteractHero;StudyFight-FightAddPlotDataBase~20,,"I Gong Sun Fang never bully the elderly, weak, or women and children.……\nAh! That's a swift sword!"
20,顾游年,吕子芳,左,,,,,,,"Oh dear, my head hurts. Looks like I can't sit back and watch either."
,,,右,,,,,SourceHeroFightInteractHero;StudyFight-FightAddPlotDataBase~21,,"Hehe, this young man has such fair skin; let me add a few scars to your face!"
21,魏胥华,陆奇,左,,,,,,,"Four Masters of Iron Palm, a group of pests, I, Big Senior Brother Wei Xuhua of the Xianxia Sect, shall test you today!"
,,,右,,,,,SourceHeroFightInteractHero;StudyFight-FightAddPlotDataBase~22,,Pardon yourself! Feel my palm strike!
22,,吕子芳,右,,Fight1,GroupFight,,,,Junior Disciple Lu! Are you alright!?
,,陆奇,右,,,,,,,"No problem, but this Rotten Shrimp Sect has some tricks up its sleeve. I'll have to give it my all as well!"
,,狄坤,右,,,,,,,I will come to help you as well.
,顾游年,,左,,,,,,,"Hey, can't beat us individually, so you're teaming up? We're joining in too!"
,沈退,,左,,,,,,,Die!
,,,无,,,SpeEffect/剑鸣,,,,"(Your power is still shallow. I stayed hidden to avoid causing trouble,\nBut seeing the Iron Palm Gang's constantly boasting and arrogant demeanor, his lifeforce surged for a moment.\nHe had drawn his sword and charged forward.)"
,玩家,,左,,,,TRUE,,,"Dare to insult my sect and injure my senior brother,\nI #$PlayerName# are going all out today too!"
,,余采薇,右,,,,,,,"#PlayerName#, your cultivation is still shallow; don't try to overextend yourself."
,,魏胥华,右,,,,,StartSpeFight;0,,"Good! I didn't expect #PlayerName# to have such backbone.\nJust stand by and provide support. Watch as I teach these little thieves a lesson, Big Senior Brother!"
23,,,无,,Fight2,GroupFight,,,,The Xianxia Sect and the Iron Palm Gang are engaged in a fierce battle.\nBut a clear female voice could be heard singing Daoist hymns from afar down the mountain.
,,,无,,,,,,,"But upon hearing this song say：\nThree mountains float over the sea by Penglai,   Where paths into true essence make perilous journeys plain.\nDrive the Tiger from the Dragon Throne, as Accumulated Fire Burns Away the Heart's Foulness.\nA thousand years pass as a lone crane speaks, while late cicadas sing in this mortal world.\nI come to ask without other matters; clouds in the blue sky, water in the jar."
,,,无,,,,,,,"Strangely enough, the song at first seems unremarkable upon initial listen, but upon deeper reflection, it appears to have a calming effect and aid in cultivating one's spirit.\nBoth sides subconsciously ceased their fighting and stared at the path leading down the mountain."
,,,无,,,,,,,"Amidst the emerald verdure, a female Taoist ascended the steps at a steady pace.\nHis steps seemed leisurely, yet the speed was quite remarkable, and he arrived swiftly, pausing between the two factions."
,,狄坤,右,,,,,,,"Where did the cow come from, cow, cow's nose, messing things up for us, good thing, bad thing?"
,,公孙防,右,,,,,,,"Just go! Go wherever you're cool!\nBeware the blades and swords; they have no eyes and may injure you, Miss!"
,,吕子芳,右,,,,,,,"Shut up both of you! This female Daoist may seem unremarkable, but she harbors great depth.\nJust now, this maneuver, Movement Art Ascend into the Clouds, is far from ordinary."
,,陆奇,右,,,,,,,"I am Lu Qi, the leader of the Iron Palm Quartet. Right now, I am sparring with several young masters from the Xianxia Sect.\nI wonder what esteemed business this Daoist has come to interpose us like this."
,李潇湘,,左,,,,,,,"Haha, the Xianxia Sect has a considerable connection to this humble Daoist. Fellow masters of the Iron Palm Gang, you might consider showing me some courtesy.\nStop playing with your sword; it ruins the serene tranquility of these mountains."
,,狄坤,右,,,,,,,"You say stop, stop, and we'll stop, but just how long have you been around?"
,,公孙防,右,,,,,,,"Ah, I didn't target women and children normally.\nHow unfortunate; these two misses are not acting very respectfully today. It seems we will have to break our vow again."
,,吕子芳,右,,,,,StartSpeFight;1,,Hey! You two! Don't rush to act!
24,,,无,,BigMap3,SpeEffect/剑雨,,,,"Only to see the female Daoist's figure flicker, dispatching several moves in the blink of an eye.\nThe three members of the Iron Palm Gang were beaten to the point where they struggled to move, falling in all directions."
,李潇湘,公孙防,右,,,,TRUE,,,"Ow!! Ow!!\nDamn, what technique this demon cultivator is using! They really mystify and bewilder me!\nSenior Brother, let's go together!"
,,吕子芳,右,,,,,,,"(low voice, sternly) You dumb fool, shut up!\nAcross from us is authentic Wumei skill; we're not even enough to fill their teeth."
,,陆奇,右,,,,,,,"Stop! The three of you step back!……\nOriginally, Senior from Emei Sect, my apologies"
,,,右,,,,,,,"These three disciples are still young, mischievous, and active, accidentally offending a high-ranking official.\nI still hope, Senior, that you have a magnanimous heart and do not hold it against me like a junior."
,,,右,,,,,,,"After this return, I will surely report to Master and give these three a good scolding."
,,,左,,,,,,,"Haha, never mind"
,,狄坤,右,,,,,,,"Master, master, senior brother?!"
,,陆奇,右,,,,,,,How dare you embarrass yourself further? Move along quickly!
,,,无,,,Horses,,ScreenBlack,,"That Iron Palm Quartet glared at you fiercely and then glanced at the female Daoist with great fear.\nThen they descended the mountain side by side, grumbling all the way down."
